         2710492 function calls (2566112 primitive calls) in 3.352 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      392    0.001    0.000    0.003    0.000 parser.py:135(_consume_declaration_in_list)
      392    0.000    0.000    0.000    0.000 ast.py:750(__init__)
      389    0.001    0.000    0.003    0.000 computed_values.py:741(strut_layout)
  370/185    0.001    0.000    0.001    0.000 inlines.py:183(skip_first_whitespace)
  364/182    0.001    0.000    0.001    0.000 boxes.py:121(translate)
      364    0.000    0.000    0.000    0.000 utils.py:193(get_single_keyword)
      364    0.000    0.000    0.001    0.000 _tokenizer.py:375(tagOpenState)
      364    0.000    0.000    0.000    0.000 _utils.py:96(__len__)
      364    0.000    0.000    0.000    0.000 _utils.py:69(__getitem__)
      364    0.000    0.000    0.001    0.000 _utils.py:82(__getitem__)
      359    0.006    0.000    0.006    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      354    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      350    0.001    0.000    0.001    0.000 transforms_interface.py:80(__init__)
      350    0.001    0.000    0.003    0.000 draw.py:323(draw_background)
      336    0.000    0.000    0.000    0.000 _compat.py:8(<lambda>)
      336    0.001    0.000    0.002    0.000 utils.py:374(get)
      336    0.003    0.000    0.050    0.000 parser.py:353(parse_signature)
      336    0.002    0.000    0.211    0.001 parser.py:389(parse_macro)
      336    0.001    0.000    0.001    0.000 runtime.py:573(__init__)
      336    0.002    0.000    0.160    0.000 compiler.py:1232(visit_Macro)
      336    0.001    0.000    0.002    0.000 idtracking.py:140(dump_param_targets)
      336    0.000    0.000    0.001    0.000 idtracking.py:243(visit_Macro)
      336    0.001    0.000    0.001    0.000 utils.py:411(__getitem__)
      336    0.000    0.000    0.000    0.000 compiler.py:127(__init__)
      336    0.000    0.000    0.000    0.000 compiler.py:320(temporary_identifier)
      336    0.000    0.000    0.002    0.000 compiler.py:325(buffer)
      336    0.000    0.000    0.001    0.000 compiler.py:330(return_buffer_contents)
      336    0.010    0.000    0.153    0.000 compiler.py:507(macro_body)
      336    0.001    0.000    0.003    0.000 compiler.py:587(macro_def)
      336    0.000    0.000    0.002    0.000 compiler.py:630(push_parameter_definitions)
      336    0.000    0.000    0.000    0.000 compiler.py:639(pop_parameter_definitions)
      336    0.000    0.000    0.000    0.000 utils.py:376(parse_function)
      336    0.000    0.000    0.000    0.000 utils.py:507(check_var_function)
      336    0.001    0.000    0.001    0.000 _tokenizer.py:228(emitCurrentToken)
      336    0.001    0.000    0.023    0.000 __init__.py:70(match)
      334    0.000    0.000    0.000    0.000 dataclasses.py:1028(<genexpr>)
      326    0.000    0.000    0.000    0.000 parse.py:415(_remove_unsafe_bytes_from_url)
      322    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      322    0.000    0.000    0.000    0.000 draw.py:517(draw_column_border)
      322    0.001    0.000    0.001    0.000 draw.py:549(<listcomp>)
      322    0.001    0.000    0.003    0.000 draw.py:512(draw_border)
      322    0.001    0.000    0.005    0.000 boxes.py:327(_remove_decoration)
      322    0.001    0.000    0.007    0.000 boxes.py:339(copy_with_children)
      317    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
      316    0.001    0.000    0.014    0.000 parser.py:427(parse_block_mapping_key)
      314    0.000    0.000    0.000    0.000 inlines.py:1245(<genexpr>)
  314/157    0.001    0.000    0.010    0.000 inlines.py:1250(add_word_spacing)
      312    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
      312    0.000    0.000    0.001    0.000 _policybase.py:311(header_fetch_parse)
      311    0.000    0.000    0.000    0.000 etree.py:110(insertText)
      311    0.000    0.000    0.001    0.000 base.py:349(insertText)
      311    0.000    0.000    0.000    0.000 base.py:309(_getInsertFromTable)
      308    0.000    0.000    0.001    0.000 utils.py:576(autoescape)
      308    0.001    0.000    0.002    0.000 nodes.py:66(__init__)
      308    0.000    0.000    0.000    0.000 compiler.py:202(__init__)
      308    0.001    0.000    0.045    0.000 compiler.py:464(pull_dependencies)
      308    0.000    0.000    0.003    0.000 compiler.py:618(write_commons)
      308    0.000    0.000    0.000    0.000 compiler.py:827(<genexpr>)
      308    0.000    0.000    0.000    0.000 boxes.py:294(page_values)
      308    0.001    0.000    0.004    0.000 properties.py:80(validate_non_shorthand)
      298    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      293    0.030    0.000    0.030    0.000 {built-in method numpy.array}
      293    0.001    0.000    0.001    0.000 contextlib.py:81(__init__)
      293    0.000    0.000    0.026    0.000 contextlib.py:107(__enter__)
      293    0.001    0.000    0.002    0.000 contextlib.py:116(__exit__)
      293    0.000    0.000    0.001    0.000 contextlib.py:237(helper)
      286    0.002    0.000    0.002    0.000 posixpath.py:75(join)
      283    0.000    0.000    0.000    0.000 fromnumeric.py:74(<dictcomp>)
      283    0.001    0.000    0.004    0.000 fromnumeric.py:73(_wrapreduction)
      280    0.000    0.000    0.011    0.000 parser.py:634(parse)
   280/28    0.000    0.000    0.002    0.000 build.py:734(anonymous_table_boxes)
   280/28    0.000    0.000    0.000    0.000 build.py:1127(flex_boxes)
   280/28    0.001    0.000    0.003    0.000 build.py:1175(process_whitespace)
   280/28    0.001    0.000    0.002    0.000 build.py:1232(inline_in_block)
      280    0.000    0.000    0.002    0.000 expanders.py:251(expand_background)
      280    0.000    0.000    0.000    0.000 parser.py:116(parse_simple_selector)
      273    0.000    0.000    0.001    0.000 wandb_settings.py:314(update)
      272    0.001    0.000    0.003    0.000 wandb_settings.py:1184(update)
      270    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
      270    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
      269    0.000    0.000    0.001    0.000 message.py:462(get)
      268    0.000    0.000    0.000    0.000 wandb_settings.py:266(source)
      261    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
      260    0.001    0.000    0.001    0.000 transforms.py:1617(__init__)
      260    0.000    0.000    0.000    0.000 transforms.py:1630(<dictcomp>)
      252    0.011    0.000    0.012    0.000 {built-in method builtins.eval}
      252    0.001    0.000    0.001    0.000 etree.py:24(__init__)
      252    0.000    0.000    0.000    0.000 etree.py:37(_getETreeTag)
      252    0.001    0.000    0.059    0.000 parser.py:217(parse_if)
      252    0.001    0.000    0.009    0.000 parser.py:722(parse_subscript)
      252    0.003    0.000    0.047    0.000 parser.py:780(parse_call)
      252    0.001    0.000    0.017    0.000 compiler.py:1211(visit_If)
      252    0.001    0.000    0.016    0.000 compiler.py:1748(visit_Call)
      252    0.000    0.000    0.001    0.000 compiler.py:168(copy)
      252    0.000    0.000    0.002    0.000 compiler.py:181(soft)
      252    0.000    0.000    0.000    0.000 compiler.py:421(<genexpr>)
      252    0.001    0.000    0.008    0.000 compiler.py:411(signature)
      252    0.000    0.000    0.000    0.000 build.py:819(<lambda>)
      252    0.000    0.000    0.000    0.000 build.py:830(<lambda>)
      252    0.000    0.000    0.000    0.000 expanders.py:338(<genexpr>)
      252    0.001    0.000    0.007    0.000 parser.py:49(parse_selector)
      252    0.001    0.000    0.003    0.000 parser.py:83(parse_compound_selector)
      252    0.001    0.000    0.002    0.000 parser.py:101(parse_type_selector)
      252    0.001    0.000    0.001    0.000 parser.py:221(parse_qualified_name)
      252    0.000    0.000    0.000    0.000 parser.py:275(__init__)
      252    0.000    0.000    0.000    0.000 parser.py:303(skip_comment)
      252    0.000    0.000    0.001    0.000 parser.py:306(skip_whitespace_and_comment)
      252    0.000    0.000    0.001    0.000 parser.py:311(__init__)
      252    0.000    0.000    0.000    0.000 parser.py:365(__init__)
      252    0.001    0.000    0.001    0.000 parser.py:368(specificity)
      252    0.000    0.000    0.000    0.000 parser.py:385(__init__)
      252    0.001    0.000    0.027    0.000 compiler.py:32(<listcomp>)
      252    0.001    0.000    0.028    0.000 compiler.py:14(compile_selector_list)
      252    0.001    0.000    0.015    0.000 compiler.py:39(__init__)
      252    0.000    0.000    0.001    0.000 compiler.py:129(<listcomp>)
  250/211    0.001    0.000    0.003    0.000 copy.py:237(_deepcopy_dict)
      236    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      236    0.001    0.000    0.002    0.000 scanner.py:545(fetch_value)
      236    0.000    0.000    0.000    0.000 scanner.py:721(check_value)
      236    0.000    0.000    0.017    0.000 parser.py:446(parse_block_mapping_value)
      235    0.001    0.000    0.009    0.000 text.py:605(first_line_metrics)
      234    0.085    0.000    0.086    0.000 {built-in method io.open}
  231/222    0.003    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
   230/80    0.000    0.000    0.001    0.000 composition.py:175(_disable_check_args_for_transforms)
      224    0.002    0.000    0.002    0.000 {method 'close' of '_io.BufferedReader' objects}
      224    0.000    0.000    0.000    0.000 etree.py:95(appendChild)
  224/196    0.001    0.000    0.003    0.000 runtime.py:260(call)
  224/196    0.001    0.000    0.002    0.000 runtime.py:597(__call__)
  224/196    0.000    0.000    0.001    0.000 runtime.py:677(_invoke)
      224    0.000    0.000    0.001    0.000 blocks.py:699(establishes_formatting_context)
      224    0.000    0.000    0.000    0.000 build.py:214(before_after_to_box)
   224/56    0.000    0.000    0.001    0.000 boxes.py:371(page_values)
      224    0.000    0.000    0.001    0.000 utils.py:218(single_token_validator)
      224    0.000    0.000    0.001    0.000 utils.py:537(get_length)
      224    0.000    0.000    0.000    0.000 {method 'append' of 'xml.etree.ElementTree.Element' objects}
      224    0.000    0.000    0.024    0.000 parser.py:5(_to_token_iterator)
      224    0.000    0.000    0.001    0.000 ast.py:549(__init__)
      220    0.000    0.000    0.000    0.000 py_utils.py:272(unique_values)
      220    0.000    0.000    0.001    0.000 py_utils.py:298(zip_dict)
      217    0.000    0.000    0.000    0.000 fromnumeric.py:2087(_sum_dispatcher)
      217    0.000    0.000    0.003    0.000 fromnumeric.py:2092(sum)
      217    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(sum)
      212    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
      210    0.000    0.000    0.132    0.001 inlines.py:28(iter_line_boxes)
      210    0.000    0.000    0.000    0.000 context.py:306(set_source_rgba)
      207    0.002    0.000    0.090    0.000 inlines.py:975(split_text_box)
      207    0.000    0.000    0.001    0.000 boxes.py:507(copy_with_text)
      207    0.003    0.000    0.083    0.000 text.py:973(split_first_line)
      200    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      196    0.000    0.000    0.000    0.000 runtime.py:194(<genexpr>)
      196    0.000    0.000    0.002    0.000 compiler.py:1641(visit_Getattr)
      196    0.000    0.000    0.000    0.000 environment.py:466(getattr)
      196    0.000    0.000    0.008    0.000 boxes.py:100(anonymous_from)
      196    0.000    0.000    0.000    0.000 context.py:143(save)
      196    0.000    0.000    0.000    0.000 context.py:170(restore)
  196/168    0.001    0.000    0.004    0.000 html5parser.py:454(processStartTag)
      196    0.001    0.000    0.004    0.000 parser.py:145(parse_declaration_list)
      196    0.000    0.000    0.002    0.000 parser.py:318(_consume_rule)
      196    0.000    0.000    0.000    0.000 ast.py:646(__init__)
      189    0.000    0.000    0.000    0.000 enum.py:289(__call__)
      189    0.000    0.000    0.000    0.000 enum.py:531(__new__)
      185    0.003    0.000    0.130    0.001 inlines.py:66(get_next_linebox)
      182    0.001    0.000    0.003    0.000 inlines.py:222(remove_last_whitespace)
      182    0.000    0.000    0.000    0.000 inlines.py:265(first_letter_to_box)
      182    0.001    0.000    0.092    0.001 inlines.py:562(split_inline_level)
      182    0.000    0.000    0.000    0.000 inlines.py:925(<listcomp>)
      182    0.000    0.000    0.001    0.000 inlines.py:930(<listcomp>)
      182    0.004    0.000    0.104    0.001 inlines.py:643(split_inline_box)
      182    0.000    0.000    0.000    0.000 inlines.py:1062(<listcomp>)
      182    0.000    0.000    0.002    0.000 inlines.py:1047(line_box_verticality)
      182    0.000    0.000    0.002    0.000 inlines.py:1103(aligned_subtree_verticality)
      182    0.001    0.000    0.001    0.000 inlines.py:1116(inline_box_verticality)
      182    0.000    0.000    0.011    0.000 inlines.py:1193(text_align)
      182    0.000    0.000    0.001    0.000 inlines.py:1278(is_phantom_linebox)
      182    0.001    0.000    0.050    0.000 draw.py:993(draw_inline_level)
      182    0.001    0.000    0.047    0.000 draw.py:1028(draw_text)
      182    0.000    0.000    0.001    0.000 context.py:926(move_to)
      182    0.000    0.000    0.013    0.000 text.py:821(reactivate)
      182    0.019    0.000    0.031    0.000 text.py:1232(show_first_line)
      182    0.000    0.000    0.002    0.000 __init__.py:1368(info)
      181    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      181    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
      180    0.000    0.000    0.045    0.000 fromnumeric.py:55(_wrapfunc)
      174    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
      171    0.000    0.000    0.000    0.000 message.py:479(set_raw)
      171    0.000    0.000    0.000    0.000 base.py:218(reconstructActiveFormattingElements)
      171    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
      169    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
    169/1    0.001    0.000    3.372    3.372 {built-in method builtins.exec}
      169    0.001    0.000    0.001    0.000 {method 'splitlines' of 'str' objects}
      169    0.001    0.000    0.004    0.000 genericpath.py:27(isfile)
      168    0.001    0.000    0.001    0.000 {method 'getvalue' of '_io.StringIO' objects}
      168    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
      168    0.100    0.001    0.100    0.001 {built-in method builtins.compile}
      168    0.001    0.000    0.061    0.000 utils.py:149(open_if_exists)
      168    0.000    0.000    0.000    0.000 etree.py:65(_setAttributes)
